# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 15:30:06 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			9279.41895	96.32974	74.72825	0.19015
LinearRegression			8758.33310	93.58597	67.10434	0.23563
MLPerceptron			5368.75299	73.27177	52.28253	0.53145
LeastSquares			6046.05860	77.75641	51.59073	0.47234
RBF			12244.80683	110.65626	90.37437	-0.06865
IsoRegression			10287.42750	101.42696	73.14528	0.10218
BagClassify			8536.93046	92.39551	75.18123	0.25495
RandomSubSpaces			8383.92956	91.56380	72.57747	0.26830
GaussianCurves			3678.41704	60.64995	46.18128	0.67897
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 15:30:07 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			7606.63530	87.21603	59.95698	0.33614
LinearRegression			8934.55550	94.52278	66.45160	0.22025
MLPerceptron			876.14767	29.59979	18.60228	0.92354
LeastSquares			7735.83537	87.95360	45.05646	0.32487
RBF			9983.27413	99.91634	71.11085	0.12872
IsoRegression			9602.68557	97.99329	68.14213	0.16194
BagClassify			7939.32795	89.10291	66.65581	0.30711
RandomSubSpaces			6151.61626	78.43224	56.20345	0.46313
GaussianCurves			3039.81869	55.13455	33.01616	0.73470
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 15:30:07 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			8906.55240	94.37453	65.03851	0.22269
LinearRegression			9136.12834	95.58310	72.33770	0.20266
MLPerceptron			3717.10841	60.96809	34.82682	0.67559
LeastSquares			6205.61955	78.77575	56.00244	0.45841
RBF			7921.23697	89.00133	63.14919	0.30868
IsoRegression			9490.36678	97.41851	72.32284	0.17174
BagClassify			7656.73264	87.50276	64.49284	0.33177
RandomSubSpaces			7995.93357	89.41998	63.43321	0.30217
GaussianCurves			5509.19681	74.22396	45.39986	0.51919
