# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 15:30:12 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			11250.67546	106.06920	82.04531	0.01811
LinearRegression			8455.76326	91.95522	63.57154	0.26203
MLPerceptron			3127.18717	55.92126	43.81774	0.72708
LeastSquares			5177.52150	71.95500	46.13832	0.54814
RBF			10995.11258	104.85758	83.10108	0.04042
IsoRegression			8787.12357	93.73966	74.17878	0.23312
BagClassify			6949.93204	83.36625	63.34967	0.39345
RandomSubSpaces			8893.07683	94.30311	75.42585	0.22387
GaussianCurves			3573.60839	59.77967	44.16970	0.68812
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 15:30:12 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			12980.50804	113.93203	79.66342	-0.13286
LinearRegression			9224.57935	96.04467	66.56021	0.19494
MLPerceptron			1733.03479	41.62973	25.32646	0.84875
LeastSquares			8401.98874	91.66236	47.45447	0.26673
RBF			8801.54798	93.81657	63.91075	0.23186
IsoRegression			8466.84962	92.01549	64.38308	0.26107
BagClassify			7548.03079	86.87940	59.03626	0.34126
RandomSubSpaces			7421.88900	86.15039	58.68013	0.35226
GaussianCurves			4501.62065	67.09412	38.51603	0.60713
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 15:30:13 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			7683.61818	87.65625	55.92386	0.32942
LinearRegression			8826.82568	93.95119	61.24717	0.22965
MLPerceptron			1905.73302	43.65470	27.38838	0.83368
LeastSquares			5214.32118	72.21026	42.87595	0.54493
RBF			11166.36537	105.67102	71.89586	0.02547
IsoRegression			8899.55607	94.33746	60.97280	0.22330
BagClassify			6515.55373	80.71898	52.24136	0.43136
RandomSubSpaces			8987.63531	94.80314	62.94198	0.21562
GaussianCurves			6149.50355	78.41877	45.14429	0.46331
