# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 15:30:26 EEST 2014
Model	MSE	Average	Deviation	R
LinearRegression			9694.82883	98.46232	77.50182	0.15390
GaussianCurves			3296.83485	57.41807	38.90445	0.71227
RandomSubSpaces			6652.15792	81.56076	61.58538	0.41944
IsoRegression			8344.84084	91.35010	70.23771	0.27171
RBF			9203.80347	95.93646	63.63212	0.19675
Discretization			9538.32680	97.66436	74.25151	0.16755
BagClassify			7399.78815	86.02202	65.67216	0.35419
LeastSquares			4667.56176	68.31956	40.09319	0.59264
MLPerceptron			5957.66362	77.18590	71.90062	0.48005
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 15:30:27 EEST 2014
Model	MSE	Average	Deviation	R
LinearRegression			8648.07105	92.99501	62.45066	0.24525
GaussianCurves			4823.38476	69.45059	40.92348	0.57905
RandomSubSpaces			8279.89718	90.99394	65.58299	0.27738
IsoRegression			8015.44368	89.52901	66.26195	0.30046
RBF			9924.11796	99.61987	74.17724	0.13389
Discretization			9592.43766	97.94099	68.56291	0.16283
BagClassify			7888.47026	88.81706	63.21210	0.31154
LeastSquares			6097.46430	78.08626	40.09667	0.46785
MLPerceptron			1170.22220	34.20851	22.57998	0.89787
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 15:30:27 EEST 2014
Model	MSE	Average	Deviation	R
LinearRegression			8534.39745	92.38180	59.45915	0.25517
GaussianCurves			4208.24862	64.87102	34.90266	0.63273
RandomSubSpaces			7417.59371	86.12545	53.69452	0.35264
IsoRegression			8692.08568	93.23136	59.87499	0.24141
RBF			9446.98469	97.19560	66.95979	0.17553
Discretization			6367.88983	79.79906	53.54320	0.44425
BagClassify			6559.38376	80.99002	49.09926	0.42754
LeastSquares			8102.71813	90.01510	46.22208	0.29285
MLPerceptron			1887.85453	43.44945	25.25983	0.83524
