# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 15:38:50 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			1155.27292	33.98931	26.09491	0.26053
LinearRegression			955.61091	30.91296	24.36087	0.38833
MLPerceptron			143.13344	11.96384	9.97967	0.90838
LeastSquares			775.36853	27.84544	19.91092	0.50370
RBF			1571.67400	39.64434	32.73018	-0.00600
IsoRegression			834.73503	28.89178	23.07105	0.46570
BagClassify			1158.56363	34.03768	27.78198	0.25842
RandomSubSpaces			856.61127	29.26792	23.56647	0.45170
GaussianCurves			448.13884	21.16929	16.48252	0.71315
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 15:38:51 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			638.45723	25.26771	18.29541	0.59133
LinearRegression			958.37978	30.95771	24.55489	0.38656
MLPerceptron			260.81824	16.14987	12.75890	0.83305
LeastSquares			424.12976	20.59441	15.45059	0.72852
RBF			764.26051	27.64526	22.34988	0.51081
IsoRegression			915.33559	30.25451	21.99359	0.41411
BagClassify			775.21328	27.84265	21.62161	0.50380
RandomSubSpaces			828.06959	28.77620	22.38457	0.46997
GaussianCurves			348.28500	18.66240	14.23471	0.77707
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 15:38:51 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			721.78778	26.86611	19.18166	0.53800
LinearRegression			989.54430	31.45702	25.03399	0.36661
MLPerceptron			325.56804	18.04350	14.68875	0.79161
LeastSquares			594.82720	24.38908	19.57997	0.61926
RBF			1946.11690	44.11481	36.98915	-0.24568
IsoRegression			777.81723	27.88937	20.77965	0.50213
BagClassify			537.97687	23.19433	19.33904	0.65565
RandomSubSpaces			627.45755	25.04910	20.42149	0.59838
GaussianCurves			369.46547	19.22148	15.17510	0.76351
