# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 15:38:48 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			1199.73428	34.63718	28.27184	0.23207
LinearRegression			1107.29834	33.27609	27.31926	0.29124
MLPerceptron			136.23699	11.67206	9.18071	0.91280
LeastSquares			615.87975	24.81692	18.27568	0.60579
RBF			943.53493	30.71701	24.26107	0.39606
IsoRegression			897.52612	29.95874	24.26986	0.42551
BagClassify			1002.82944	31.66748	25.04969	0.35811
RandomSubSpaces			781.86041	27.96177	23.05930	0.49954
GaussianCurves			480.15550	21.91245	17.44112	0.69266
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 15:38:48 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			585.78787	24.20305	18.02415	0.62505
LinearRegression			854.69238	29.23512	22.20631	0.45293
MLPerceptron			190.99755	13.82019	10.52943	0.87775
LeastSquares			1197.23208	34.60104	21.46086	0.23367
RBF			1027.65126	32.05700	24.22827	0.34222
IsoRegression			699.41850	26.44652	19.02206	0.55231
BagClassify			918.12314	30.30055	22.50879	0.41233
RandomSubSpaces			1210.07295	34.78610	26.42350	0.22545
GaussianCurves			457.36163	21.38601	15.79617	0.70725
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 15:38:49 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			787.95768	28.07058	21.68928	0.49564
LinearRegression			1769.83512	42.06941	34.12288	-0.13284
MLPerceptron			218.11456	14.76870	10.55763	0.86039
LeastSquares			528.20624	22.98274	16.71714	0.66190
RBF			1890.08286	43.47508	36.56565	-0.20981
IsoRegression			1781.29767	42.20542	33.42133	-0.14018
BagClassify			1254.70773	35.42185	28.55761	0.19688
RandomSubSpaces			880.31693	29.67014	23.48594	0.43652
GaussianCurves			508.00564	22.53898	18.29256	0.67483
